Gene	Weight	Module	Annotation	Name
LOC_Os04g59310	0.944114929	red		
LOC_Os05g28090	0.967461595	turquoise		
LOC_Os03g05560	0.962203282	blue		
LOC_Os01g05430	0.92682145	red		
LOC_Os03g04590	0.939498222	brown		
LOC_Os05g28520	0.980460916	blue		
LOC_Os03g24680	0.96088096	midnightblue		
LOC_Os08g08900	0.985556855	darkred		
LOC_Os08g41950	0.976079463	brown		
LOC_Os01g41010	0.926378386	green		
LOC_Os04g54390	0.935891057	blue		
LOC_Os11g10460	0.922653835	green		
LOC_Os10g36060	0.96141935	blue		
LOC_Os06g43620	0.948835565	blue		
LOC_Os08g40420	0.937365136	blue		
LOC_Os11g39990	0.922838161	green		
LOC_Os11g11490	0.931707396	blue		
LOC_Os02g05670	0.955538303	red		
LOC_Os01g41400	0.941460937	red		
LOC_Os11g35930	0.931889058	blue		
LOC_Os02g07690	0.958296442	magenta		
LOC_Os09g02780	0.938116402	purple		
LOC_Os01g48580	0.905521183	pink		
LOC_Os01g48750	0.913018303	blue		
LOC_Os02g03294	0.965170072	blue		
LOC_Os10g34820	0.92188763	green		
LOC_Os01g62460	0.90519715	magenta		
LOC_Os03g58140	0.965992477	red		
LOC_Os01g01430	0.971033881	salmon		
LOC_Os02g36500	0.941071768	green		
LOC_Os07g40240	0.906234195	brown		
LOC_Os04g52280	0.935726982	brown		
LOC_Os05g50170	0.991104103	red		
LOC_Os04g32860	0.955447693	blue		
LOC_Os07g30090	0.99631892	red		
LOC_Os01g59730	0.916478938	brown		
LOC_Os11g40590	0.973567212	pink		
LOC_Os02g35284	0.955618409	red		
LOC_Os11g09040	0.94228618	blue		
LOC_Os09g27590	0.929774668	green		
LOC_Os05g27304	0.955713556	blue		
LOC_Os04g43070	0.911626564	black		
LOC_Os09g02690	0.918236329	pink		
LOC_Os08g30150	0.957318063	brown		
LOC_Os07g42150	0.934923625	brown		
LOC_Os07g47830	0.937444861	blue		
LOC_Os08g03350	0.954037886	magenta		
LOC_Os03g11770	0.922201503	brown		
LOC_Os02g58660	0.938952772	red		
LOC_Os02g38130	0.903012334	brown		
LOC_Os03g11400	0.922606906	green		
LOC_Os02g41520	0.953019887	magenta		
LOC_Os08g07600	0.955208798	red		
LOC_Os12g39310	0.955045392	tan		
LOC_Os02g54390	0.918521109	brown		
LOC_Os04g25150	0.931229813	red		
LOC_Os02g02840	0.97132146	green		
LOC_Os02g35760	0.983589399	red		
LOC_Os01g64090	0.945953565	brown		
LOC_Os11g35274	0.944937938	midnightblue		
LOC_Os02g58470	0.904535335	green		
LOC_Os01g54080	0.947673052	green		
LOC_Os11g11730	0.905935159	red		
LOC_Os04g10650	0.939357808	brown		
LOC_Os08g40060	0.946794695	blue		
LOC_Os02g28580	0.97833836	pink		
LOC_Os11g45510	0.978674019	midnightblue		
LOC_Os09g25440	0.959940644	brown		
LOC_Os12g36810	0.905891172	green		
LOC_Os04g08570	0.982226939	pink		
LOC_Os03g62210	0.991804772	red		
LOC_Os03g52640	0.923292591	turquoise		
LOC_Os01g67160	0.92530271	brown		
LOC_Os02g48570	0.966362227	blue		
LOC_Os01g59020	0.903427807	black		
LOC_Os03g49270	0.984205021	red		
LOC_Os02g18450	0.960255954	black		
LOC_Os01g06130	0.946546453	brown		
LOC_Os05g45980	0.913297566	turquoise		
LOC_Os02g32600	0.980621121	red		
LOC_Os06g17110	0.984440368	red		
LOC_Os03g48560	0.939016512	blue		
LOC_Os06g03390	0.949531211	red		
LOC_Os03g52284	0.928915511	brown		
LOC_Os04g42960	0.989128124	red		
LOC_Os02g53820	0.983350771	red		
LOC_Os01g08380	0.959203513	tan		
LOC_Os05g50990	0.914464638	blue		
LOC_Os11g14900	0.974535041	red		
LOC_Os06g45290	0.935695945	red		
LOC_Os10g12750	0.965745625	blue		
LOC_Os09g15790	0.961476883	red		
LOC_Os10g01080	0.927221063	black		
LOC_Os04g25570	0.90508531	black		
LOC_Os06g11760	0.907547116	tan		
LOC_Os04g59420	0.933209509	blue		
LOC_Os03g32490	0.975663798	black		
LOC_Os10g25565	0.94594486	red		
LOC_Os08g43440	0.912170136	black		
LOC_Os07g38130	0.972985567	red		
LOC_Os03g56070	0.927428512	green		
LOC_Os04g33710	0.928489225	red		
LOC_Os04g53760	0.9776869	blue		
LOC_Os04g57350	0.941523198	red		
LOC_Os12g08830	0.960022364	black		
LOC_Os12g12115	0.939356641	turquoise		
LOC_Os03g02190	0.949631562	blue		
LOC_Os05g03750	0.915990618	turquoise		
LOC_Os12g37510	0.926003649	blue		
LOC_Os01g51060	0.952279731	red		
LOC_Os11g09030	0.989682643	red		
LOC_Os04g38600	0.947882981	black		
LOC_Os08g27870	0.909847306	pink		
LOC_Os03g11140	0.950731429	red		
LOC_Os06g30370	0.912219587	purple		
LOC_Os04g50204	0.946555745	blue		
LOC_Os12g32170	0.978436634	pink		
LOC_Os04g54930	0.933721512	blue		
LOC_Os05g40740	0.969595696	red		
LOC_Os08g39840	0.954608295	magenta		
LOC_Os12g43340	0.950677375	black		
LOC_Os04g28540	0.964049398	red		
LOC_Os03g02660	0.905105114	blue		
LOC_Os12g35670	0.934400804	green		
LOC_Os06g43000	0.933796188	red		
LOC_Os05g05600	0.945417427	black		
LOC_Os09g24530	0.930053159	turquoise		
LOC_Os02g02120	0.906547454	magenta		
LOC_Os04g56060	0.982327556	blue		
LOC_Os05g46530	0.942314685	red		
LOC_Os02g42150	0.920612597	magenta		
LOC_Os03g04560	0.927330001	red		
LOC_Os03g15330	0.927756388	blue		
LOC_Os04g42220	0.974543866	red		
LOC_Os01g20950	0.905214319	brown		
LOC_Os02g16030	0.956500702	blue		
LOC_Os07g43820	0.960951209	red		
LOC_Os10g02040	0.935351993	blue		
LOC_Os11g12330	0.970625499	magenta		
LOC_Os02g32740	0.986564525	red		
LOC_Os01g10900	0.96061079	red		
LOC_Os10g01570	0.908491333	green		
LOC_Os09g35980	0.912744021	blue		
LOC_Os06g17480	0.904526838	brown		
LOC_Os07g08750	0.9421005	red		
LOC_Os09g19604	0.950174259	green		
LOC_Os01g42294	0.915201634	blue		
LOC_Os02g37580	0.958451551	red		
LOC_Os01g42024	0.978029254	red		
LOC_Os09g33460	0.937734356	green		
LOC_Os12g02350	0.929075184	turquoise		
LOC_Os01g57650	0.960000516	green		
LOC_Os04g44470	0.997602754	purple		
LOC_Os01g61120	0.965329675	black		
LOC_Os01g25740	0.938681003	turquoise		
LOC_Os05g49910	0.966703327	black		
LOC_Os02g57140	0.957816167	green		
LOC_Os05g11620	0.915730664	tan		
LOC_Os01g15480	0.911477894	green		
LOC_Os06g45180	0.935726467	red		
LOC_Os03g06040	0.960864906	tan		
LOC_Os11g26580	0.942650767	purple		
LOC_Os02g44120	0.983889169	red		
LOC_Os12g10740	0.91174562	turquoise		
LOC_Os11g06780	0.91034291	magenta		
LOC_Os12g36430	0.959164683	salmon		
LOC_Os08g05610	0.933169762	blue		
LOC_Os08g12449	0.902544447	black		
LOC_Os02g47620	0.952434387	black		
LOC_Os02g17240	0.933834529	red		
LOC_Os03g41064	0.940834763	red		
LOC_Os05g50930	0.923623217	black		
LOC_Os11g03430	0.922866181	green		
LOC_Os07g05365	0.94222375	salmon		
LOC_Os02g53990	0.929375035	red		
LOC_Os02g09290	0.96866334	purple		
LOC_Os06g28480	0.960416966	blue		
LOC_Os07g38000	0.91908256	blue		
LOC_Os04g15800	0.901481795	green		
LOC_Os07g32620	0.910112778	blue		
LOC_Os10g37060	0.942942621	brown		
LOC_Os03g24170	0.98150779	red		
LOC_Os05g14750	0.992554197	red		
LOC_Os02g14600	0.944501367	purple		
LOC_Os01g13140	0.922359161	green		
LOC_Os05g02820	0.952918254	blue		
LOC_Os02g50910	0.901114288	green		
LOC_Os07g18240	0.938915926	turquoise		
LOC_Os08g37390	0.95075727	green		
LOC_Os03g10640	0.924039426	tan		
LOC_Os02g01290	0.964630221	red		
LOC_Os10g36650	0.980445284	green		
LOC_Os02g36680	0.971945086	pink		
LOC_Os09g37300	0.992885357	red		
LOC_Os02g29230	0.950374191	pink		
LOC_Os12g34510	0.91683322	brown		
LOC_Os06g41060	0.917242002	green		
LOC_Os05g44070	0.913710732	blue		
LOC_Os11g12320	0.928737931	magenta		
LOC_Os08g37700	0.922510073	turquoise		
LOC_Os01g08130	0.903538229	blue		
LOC_Os06g36040	0.954401314	black		
LOC_Os02g19880	0.932802306	brown		
LOC_Os03g08610	0.97111237	red		
LOC_Os04g47150	0.992227997	red		
LOC_Os12g36040	0.930561143	red		
LOC_Os12g44260	0.90514273	magenta		
LOC_Os04g42290	0.954215666	green		
LOC_Os09g17660	0.951207363	blue		
LOC_Os05g05650	0.915271797	red		
LOC_Os08g04650	0.907529444	red		
LOC_Os03g48220	0.946230097	brown		
LOC_Os02g36570	0.963419643	black		
LOC_Os03g63400	0.941720186	brown		
LOC_Os02g42710	0.957751366	red		
LOC_Os01g46220	0.957582067	brown		
LOC_Os01g08360	0.929565799	tan		
LOC_Os08g44400	0.981606485	black		
LOC_Os01g72810	0.955399859	purple		
LOC_Os01g06620	0.993317301	red		
LOC_Os06g05420	0.914643034	salmon		
LOC_Os11g46230	0.990634426	red		
LOC_Os04g45330	0.942987076	red		
LOC_Os03g32470	0.969798566	blue		
LOC_Os03g16440	0.954852622	pink		
LOC_Os07g42324	0.913249421	black		
LOC_Os01g15510	0.911396699	turquoise		
LOC_Os07g10660	0.946717273	brown		
LOC_Os03g61960	0.974564701	brown		
LOC_Os01g09580	0.912262811	green		
LOC_Os03g16390	0.932655522	magenta		
LOC_Os09g01134	0.994747148	red		
LOC_Os11g23790	0.953707819	turquoise		
LOC_Os03g22040	0.95353986	green		
LOC_Os07g11650	0.984077457	purple		
LOC_Os12g38260	0.949466943	red		
LOC_Os11g26340	0.929968806	blue		
LOC_Os07g14850	0.957948157	blue		
LOC_Os07g37550	0.923539222	black		
LOC_Os09g32500	0.938045502	brown		
LOC_Os04g46079	0.956483375	red		
EVM0039607	0.934818631	turquoise		
LOC_Os01g29870	0.9416811	pink		
LOC_Os09g32080	0.973815698	blue		
LOC_Os04g32030	0.912234357	pink		
LOC_Os03g06350	0.935831046	blue		
LOC_Os07g30640	0.940741328	greenyellow		
LOC_Os02g13570	0.931277001	red		
LOC_Os11g47970	0.945063955	black		
LOC_Os01g22640	0.988701552	blue		
LOC_Os08g07240	0.924218563	pink		
LOC_Os10g42410	0.945244308	magenta		
LOC_Os06g06270	0.918965707	pink		
LOC_Os02g01990	0.9768491	red		
LOC_Os12g13340	0.912028117	blue		
LOC_Os03g12180	0.929308126	red		
LOC_Os01g25540	0.90162158	blue		
LOC_Os01g46950	0.915664587	green		
LOC_Os01g22352	0.927442928	brown		
LOC_Os02g57090	0.939010688	brown		
LOC_Os01g14630	0.901159576	tan		
LOC_Os02g37480	0.968332062	purple		
LOC_Os05g24770	0.960944573	red		
LOC_Os09g36790	0.902051971	green		
LOC_Os07g24000	0.943586832	purple		
LOC_Os02g24430	0.949435349	red		
LOC_Os12g31370	0.934491674	brown		
LOC_Os01g01340	0.922738794	turquoise		
LOC_Os10g19912	0.99180705	purple		
LOC_Os06g02900	0.921970023	blue		
LOC_Os02g54050	0.954993742	tan		
LOC_Os01g29840	0.966506776	pink		
LOC_Os04g44570	0.975438269	purple		
LOC_Os09g36160	0.929007264	red		
LOC_Os01g39850	0.983439949	pink		
LOC_Os01g33080	0.927780019	green		
LOC_Os04g21340	0.939370254	red		
LOC_Os05g41970	0.983400338	purple		
LOC_Os10g02750	0.944254465	purple		
LOC_Os05g10790	0.961006636	pink		
LOC_Os05g43610	0.904553437	green		
LOC_Os11g27370	0.922481809	blue		
LOC_Os12g38650	0.953126031	brown		
LOC_Os04g46830	0.943991433	blue		
LOC_Os08g36760	0.952973465	blue		
LOC_Os12g04690	0.93105274	midnightblue		
LOC_Os01g25460	0.973143674	red		
LOC_Os12g02290	0.956487743	brown		
LOC_Os10g37240	0.927279991	blue		
LOC_Os12g06150	0.955677741	green		
LOC_Os01g21034	0.9493644	blue		
LOC_Os07g49100	0.925251492	red		
LOC_Os03g53920	0.910445536	green		
LOC_Os01g42280	0.95859999	turquoise		
LOC_Os04g19800	0.917703477	red		
LOC_Os04g49424	0.913999732	green		
LOC_Os12g31460	0.963772257	turquoise		
LOC_Os03g28330	0.948270192	blue		
LOC_Os01g62950	0.937573219	red		
LOC_Os06g10570	0.919294372	green		
LOC_Os02g55230	0.949304256	brown		
LOC_Os08g23180	0.961055318	blue		
LOC_Os01g13270	0.975052006	red		
LOC_Os02g08530	0.953909489	blue		
LOC_Os09g29800	0.959932681	pink		
LOC_Os09g27730	0.967224359	blue		
LOC_Os03g19780	0.932868473	blue		
LOC_Os05g40190	0.928435703	red		
LOC_Os03g04620	0.904581834	red		
LOC_Os09g24156	0.945559309	red		
LOC_Os04g31410	0.939936813	blue		
LOC_Os12g02510	0.982998377	red		
LOC_Os08g24670	0.902663185	midnightblue		
LOC_Os04g55620	0.946566964	blue		
LOC_Os11g14400	0.962255143	blue		
LOC_Os11g08760	0.928109192	red		
LOC_Os01g72280	0.962226027	red		
LOC_Os07g32020	0.975948395	blue		
LOC_Os01g57370	0.957230003	brown		
LOC_Os11g42530	0.901906574	brown		
LOC_Os01g67240	0.971674762	blue		
LOC_Os06g08310	0.982650078	red		
LOC_Os01g46850	0.981765497	red		
LOC_Os06g10600	0.902236634	blue		
LOC_Os03g30740	0.94903993	brown		
LOC_Os02g42650	0.959074655	blue		
LOC_Os11g46250	0.908683388	yellow		
LOC_Os02g26320	0.966666277	red		
LOC_Os04g20420	0.934007298	red		
LOC_Os03g56260	0.950098445	blue		
LOC_Os09g36740	0.918807306	green		
LOC_Os02g10300	0.964339667	red		
LOC_Os04g17660	0.95984205	purple		
LOC_Os07g42390	0.992009985	purple		
LOC_Os02g40100	0.948320109	blue		
LOC_Os08g05820	0.969555399	brown		
LOC_Os01g64900	0.915911031	green		
LOC_Os03g11210	0.932087327	green		
LOC_Os07g03150	0.934179327	green		
LOC_Os07g11944	0.940101341	pink		
LOC_Os07g49140	0.915985332	blue		
LOC_Os02g05040	0.974593974	red		
LOC_Os01g03170	0.94705659	red		
LOC_Os11g26570	0.989109755	purple		
LOC_Os08g35440	0.988408347	red		
LOC_Os02g46030	0.92145016	red		
LOC_Os03g15360	0.969311232	brown		
LOC_Os07g18070	0.993394181	red		
LOC_Os06g10670	0.960505105	blue		
LOC_Os05g51660	0.907565264	red		
LOC_Os03g03579	0.966751674	blue		
LOC_Os03g11614	0.929631463	brown		
LOC_Os03g45930	0.917857138	red		
LOC_Os05g43820	0.932116577	blue		
LOC_Os12g32040	0.901674984	brown		
LOC_Os12g12220	0.946535132	brown		
LOC_Os08g27250	0.901428799	brown		
LOC_Os05g39260	0.943602941	red		
LOC_Os01g05100	0.986332695	red		
LOC_Os06g47770	0.965338995	blue		
LOC_Os03g40100	0.933052489	black		
LOC_Os12g40760	0.900259425	brown		
LOC_Os06g40510	0.912220938	black		
LOC_Os09g34110	0.917222159	blue		
LOC_Os01g68540	0.964650181	red		
LOC_Os09g28150	0.939153958	red		
LOC_Os11g24450	0.951636041	black		
LOC_Os02g58520	0.969423529	red		
LOC_Os01g51690	0.948843018	midnightblue		
LOC_Os06g05930	0.919046631	blue		
LOC_Os06g21900	0.929901341	purple		
LOC_Os02g37770	0.907361179	blue		
LOC_Os08g10510	0.916945643	brown		
LOC_Os09g09460	0.985664865	red		
LOC_Os04g54850	0.993987049	red		
LOC_Os01g50050	0.962839267	black		
LOC_Os08g01220	0.939015083	blue		
LOC_Os06g31070	0.934803778	pink		
LOC_Os03g10799	0.966999287	green		
LOC_Os04g22660	0.902285581	turquoise		
LOC_Os02g58610	0.980622975	red		
LOC_Os05g49930	0.960962863	purple		
LOC_Os04g54790	0.977396276	black		
LOC_Os11g40890	0.926827308	midnightblue		
LOC_Os01g24460	0.986094225	pink		
LOC_Os07g42860	0.932947353	green		
LOC_Os12g42660	0.935343148	red		
LOC_Os06g45160	0.989571603	red		
LOC_Os02g55510	0.972662288	red		
LOC_Os04g46910	0.983934545	red		
LOC_Os07g09020	0.954269609	brown		
LOC_Os01g07570	0.946661294	blue		
LOC_Os10g07998	0.921673538	pink		
LOC_Os11g37190	0.945807624	brown		
LOC_Os01g46340	0.946495553	blue		
LOC_Os10g40170	0.99026634	red		
LOC_Os04g47040	0.902183092	red		
LOC_Os03g07810	0.93291569	green		
LOC_Os06g40570	0.979256288	red		
LOC_Os01g61370	0.937948745	blue		
LOC_Os03g17164	0.926501389	green		
LOC_Os05g28210	0.990389329	purple		
LOC_Os03g64280	0.913586327	turquoise		
LOC_Os03g60720	0.917571974	blue		
LOC_Os08g41630	0.954991947	turquoise		
LOC_Os12g23980	0.957983932	brown		
LOC_Os11g18940	0.924643509	blue		
LOC_Os12g34524	0.927897942	blue		
LOC_Os05g48320	0.928747242	brown		
LOC_Os11g40410	0.916524973	yellow		
LOC_Os01g13180	0.96086546	purple		
LOC_Os01g10950	0.923809455	blue		
LOC_Os01g36294	0.907406088	turquoise		
LOC_Os04g57270	0.98022123	red		
LOC_Os02g52850	0.923467221	red		
LOC_Os01g66700	0.973042939	brown		
LOC_Os03g21510	0.931136981	pink		
LOC_Os07g09140	0.973826988	blue		
LOC_Os03g17030	0.964045749	red		
LOC_Os06g43060	0.976492249	red		
LOC_Os07g36700	0.906650316	brown		
LOC_Os07g35750	0.929140325	magenta		
LOC_Os09g26670	0.909272855	black		
LOC_Os04g53850	0.970266718	black		
LOC_Os12g14830	0.974238387	red		
LOC_Os03g21820	0.934972074	green		
LOC_Os01g44130	0.950939415	blue		
LOC_Os02g55560	0.926155811	pink		
LOC_Os11g47520	0.97136397	purple		
LOC_Os01g70970	0.910633936	green		
LOC_Os04g42720	0.916949375	green		
LOC_Os08g36560	0.984951369	red		
LOC_Os01g73250	0.959979495	turquoise		
LOC_Os03g50080	0.907167807	turquoise		
LOC_Os01g04290	0.969122722	red		
LOC_Os04g38220	0.933563813	blue		
LOC_Os02g52040	0.91145493	blue		
LOC_Os05g35770	0.937399836	pink		
LOC_Os04g39290	0.911989678	black		
LOC_Os03g44890	0.902757308	green		
LOC_Os03g04240	0.902874414	blue		
LOC_Os02g13020	0.929607912	yellow		
LOC_Os07g04150	0.941318645	green		
LOC_Os08g23460	0.934340145	red		
LOC_Os02g56580	0.990710662	red		
LOC_Os09g14614	0.909348945	turquoise		
LOC_Os05g46610	0.913484651	blue		
LOC_Os08g16860	0.983411839	pink		
LOC_Os08g37660	0.945343546	tan		
LOC_Os07g34710	0.983091361	red		
LOC_Os02g36690	0.942519275	brown		
LOC_Os03g02920	0.923912808	green		
LOC_Os07g37740	0.91398263	green		
LOC_Os04g47640	0.928518714	pink		
LOC_Os07g13440	0.976696	red		
LOC_Os10g04270	0.919754709	brown		
LOC_Os01g22230	0.933825623	blue		
LOC_Os02g13980	0.922455134	blue		
LOC_Os06g45240	0.9771514	red		
LOC_Os04g56430	0.932910286	salmon		
LOC_Os01g01650	0.939830075	blue		
LOC_Os01g38650	0.990130215	pink		
LOC_Os11g30360	0.914597358	green		
LOC_Os01g36760	0.913887046	red		
LOC_Os01g73770	0.964710634	tan		
LOC_Os05g41270	0.965883149	red		
LOC_Os04g46490	0.991972641	red		
LOC_Os02g38040	0.944235284	red		
LOC_Os04g41250	0.922153978	red		
LOC_Os02g48730	0.922862376	blue		
LOC_Os12g05730	0.979961736	red		
LOC_Os07g17120	0.961387414	red		
LOC_Os01g65440	0.910186288	green		
LOC_Os06g49860	0.974663539	red		
LOC_Os09g28620	0.942753006	black		
LOC_Os08g43350	0.953396942	blue		
LOC_Os09g39490	0.939671085	brown		
LOC_Os10g33520	0.958005487	blue		
LOC_Os01g55120	0.956738393	brown		
LOC_Os11g44680	0.975032187	magenta		
LOC_Os08g01370	0.963499388	purple		
LOC_Os04g42350	0.988551223	red		
LOC_Os09g27250	0.950849501	blue		
LOC_Os03g24930	0.900078572	turquoise		
LOC_Os09g33520	0.920050081	green		
LOC_Os01g64860	0.93301146	blue		
LOC_Os10g32720	0.99018027	purple		
LOC_Os06g48050	0.969221923	red		
LOC_Os02g21890	0.934699676	blue		
LOC_Os05g45700	0.91263108	black		
LOC_Os03g09160	0.909632627	red		
LOC_Os01g04300	0.985615204	blue		
LOC_Os01g02940	0.975449459	green		
LOC_Os11g39020	0.960321117	black		
LOC_Os02g58214	0.928847908	blue		
LOC_Os04g11195	0.980817804	red		
LOC_Os11g16924	0.903056325	pink		
LOC_Os04g54620	0.929570916	green		
LOC_Os02g11130	0.900418226	turquoise		
LOC_Os05g29740	0.955346467	red		
LOC_Os12g40890	0.939081719	green		
LOC_Os08g27190	0.925985421	tan		
LOC_Os05g48270	0.975030846	blue		
LOC_Os10g01844	0.929779186	yellow		
LOC_Os01g70180	0.990633164	blue		
LOC_Os04g16450	0.913726307	blue		
LOC_Os06g31064	0.988970138	purple		
LOC_Os10g02240	0.93182664	turquoise		
LOC_Os01g55229	0.904607517	green		
LOC_Os03g23980	0.93702999	black		
LOC_Os04g45730	0.965606462	tan		
LOC_Os06g12790	0.980059956	blue		
LOC_Os03g16304	0.960191152	blue		
LOC_Os12g30150	0.98230193	red		
LOC_Os11g27540	0.973574283	green		
LOC_Os07g11330	0.933602841	purple		
LOC_Os05g49760	0.929312016	green		
LOC_Os05g01570	0.90610544	turquoise		
LOC_Os03g44420	0.900880156	green		
LOC_Os03g25850	0.922948788	black		
LOC_Os04g58480	0.979132204	red		
LOC_Os09g32010	0.950131464	blue		
LOC_Os02g32520	0.977926075	magenta		
LOC_Os08g39570	0.907433132	blue		
LOC_Os02g02600	0.907898963	magenta		
LOC_Os12g02030	0.95457956	blue		
LOC_Os04g53998	0.910744613	magenta		
LOC_Os05g36960	0.945186887	blue		
LOC_Os11g14880	0.911792327	pink		
LOC_Os01g60140	0.97343957	red		
LOC_Os11g30560	0.908646208	blue		
LOC_Os04g12530	0.942471368	black		
LOC_Os06g49770	0.905068696	blue		
LOC_Os07g04190	0.930674946	green		
LOC_Os05g51620	0.912707848	turquoise		
LOC_Os05g16240	0.962120724	brown		
LOC_Os03g62670	0.924797861	black		
LOC_Os06g27850	0.994631346	red		
LOC_Os03g02750	0.936498825	green		
LOC_Os06g34960	0.971339051	magenta		
LOC_Os11g26725	0.914581327	purple		
LOC_Os01g52160	0.947543107	green		
LOC_Os01g59420	0.978215583	red		
LOC_Os09g03890	0.987038203	red		
LOC_Os07g48150	0.954995083	red		
LOC_Os04g46130	0.962872735	blue		
LOC_Os12g42650	0.960746429	red		
LOC_Os12g42130	0.943398958	brown		
LOC_Os03g35600	0.950549163	pink		
LOC_Os12g37400	0.949478111	green		
LOC_Os02g38290	0.902239166	red		
LOC_Os08g40160	0.915497486	black		
LOC_Os01g68589	0.942345432	blue		
LOC_Os07g06680	0.975197805	blue		
LOC_Os11g43590	0.925783054	green		
LOC_Os05g19670	0.932566665	green		
LOC_Os01g70340	0.917680744	yellow		
LOC_Os01g45350	0.982471655	red		
LOC_Os01g13229	0.931653107	green		
LOC_Os06g50900	0.932897021	brown		
LOC_Os04g37904	0.934097337	magenta		
LOC_Os12g03510	0.969383678	red		
LOC_Os05g10330	0.900369823	blue		
LOC_Os05g38410	0.92711313	blue		
LOC_Os11g45730	0.923451798	red		
LOC_Os04g54860	0.996582524	red		
LOC_Os09g35730	0.913055081	blue		
LOC_Os11g35850	0.941667278	turquoise		
LOC_Os07g38230	0.912271189	turquoise		
LOC_Os01g59080	0.963643949	turquoise		
LOC_Os06g17450	0.968589092	red		
LOC_Os01g01470	0.966655047	pink		
LOC_Os02g24810	0.989113161	red		
LOC_Os08g44420	0.921088132	green		
LOC_Os04g39360	0.914849381	midnightblue		
LOC_Os12g26690	0.900994784	blue		
LOC_Os05g34130	0.935808461	blue		
LOC_Os08g35760	0.917016784	blue		
LOC_Os03g21880	0.989149158	red		
LOC_Os06g28194	0.930299964	turquoise		
LOC_Os03g53790	0.922802226	greenyellow		
LOC_Os10g04890	0.978612556	pink		
LOC_Os03g57190	0.963183555	green		
LOC_Os12g36890	0.907294635	green	Salt	OsCSLD4; NRL1; ND1; sle1; DNL1; OsCD1
LOC_Os01g55260	0.935899316	brown		
LOC_Os07g04520	0.98132378	red		
LOC_Os10g33650	0.950967052	red		
LOC_Os03g05980	0.932550972	brown		
LOC_Os11g15620	0.949040001	pink		
LOC_Os01g28300	0.987985548	pink		
LOC_Os03g41030	0.928429974	turquoise		
LOC_Os03g06630	0.953345842	black		
LOC_Os06g06550	0.968998606	blue		
LOC_Os06g30730	0.956588379	green		
LOC_Os06g39690	0.965573641	black		
LOC_Os09g23570	0.900706381	magenta		
LOC_Os02g16820	0.920470891	pink		
LOC_Os11g38260	0.956011696	black		
LOC_Os08g38270	0.926808223	green		
LOC_Os01g40400	0.931742307	red		
LOC_Os02g41670	0.941215486	tan		
LOC_Os01g71810	0.913579912	blue		
LOC_Os04g45700	0.924184672	brown		
LOC_Os01g11520	0.910253839	magenta		
LOC_Os05g31000	0.940391846	brown		
LOC_Os02g08310	0.945650292	brown		
LOC_Os04g50990	0.944548076	brown		
LOC_Os02g42570	0.919387885	turquoise		
LOC_Os04g51040	0.931719269	black		
LOC_Os04g08450	0.936697675	green		
LOC_Os03g10260	0.921014057	green		
LOC_Os12g02530	0.952988629	black		
LOC_Os06g04790	0.938781108	red		
LOC_Os02g25820	0.901943351	brown		
LOC_Os08g04890	0.977129123	red		
LOC_Os04g07890	0.967014579	blue		
LOC_Os07g39930	0.953763559	red		
LOC_Os02g45320	0.924401204	black		
LOC_Os09g12620	0.949481869	red		
LOC_Os06g51130	0.990081949	red		
LOC_Os06g02780	0.947186985	blue		
LOC_Os11g31330	0.96553414	pink		
LOC_Os03g25550	0.963594968	blue		
LOC_Os07g05820	0.969145528	turquoise		
LOC_Os10g38580	0.900945779	blue		
LOC_Os02g44590	0.959671883	red		
LOC_Os07g09625	0.904637686	yellow		
LOC_Os11g34870	0.951724183	black		
LOC_Os09g36820	0.966175771	brown		
LOC_Os10g40090	0.97358447	red		
LOC_Os12g10640	0.946516495	turquoise		
LOC_Os04g15840	0.967464968	red		
LOC_Os09g10740	0.981090898	red		
LOC_Os10g25130	0.965195153	pink		
LOC_Os05g23194	0.933666582	red		
LOC_Os04g42634	0.966432389	pink		
LOC_Os08g44190	0.935525579	brown		
LOC_Os10g40140	0.980323126	red		
LOC_Os08g34550	0.942600154	blue		
LOC_Os04g46670	0.946896532	red		
LOC_Os04g59320	0.920996414	green		
LOC_Os03g08980	0.961903916	red		
LOC_Os11g11000	0.930014336	black		
LOC_Os02g46910	0.913962646	blue		
LOC_Os12g37480	0.986580577	red		
LOC_Os01g40140	0.966932155	red		
LOC_Os09g39970	0.933661428	black		
LOC_Os12g06080	0.94609993	red		
LOC_Os08g03170	0.979461058	red		
LOC_Os08g42380	0.94936127	brown		
LOC_Os12g29830	0.968735718	red		
LOC_Os01g53160	0.910775189	blue		
LOC_Os01g72740	0.916669509	blue		
LOC_Os01g40310	0.928801127	black		
LOC_Os01g14440	0.951836688	magenta		
LOC_Os09g27480	0.923553519	brown		
LOC_Os06g08100	0.96992554	blue		
LOC_Os11g08240	0.906446195	purple		
LOC_Os01g62310	0.952148476	purple		
LOC_Os02g12300	0.990897807	red		
LOC_Os08g08500	0.920869373	black		
LOC_Os01g63680	0.986281944	pink		
LOC_Os08g37970	0.909293506	blue		
LOC_Os04g56110	0.935870834	turquoise		
LOC_Os03g55220	0.961300443	brown		
LOC_Os02g49260	0.93090926	red		
LOC_Os12g25690	0.963105465	blue		
LOC_Os01g32830	0.909050799	turquoise		
LOC_Os08g12840	0.913380412	brown		
LOC_Os07g36250	0.960273986	turquoise		
LOC_Os01g27230	0.924154868	turquoise		
