Gene	Weight	Module	Annotation	Name
LOC_Os05g40200	0.905483647	green		
LOC_Os01g29240	0.927207449	red		
LOC_Os09g30360	0.971084152	brown		
LOC_Os03g11550	0.905892571	brown		
LOC_Os11g02740	0.908586177	green		
LOC_Os04g38350	0.980709183	red		
LOC_Os12g42840	0.915614812	brown		
LOC_Os06g12210	0.970216894	red		
LOC_Os11g42450	0.9288112	green		
LOC_Os08g12890	0.984182349	red		
LOC_Os02g55370	0.917978373	brown		
LOC_Os07g11510	0.992792286	purple		
LOC_Os11g04020	0.909460894	brown		
LOC_Os02g07360	0.937345834	turquoise		
LOC_Os02g19060	0.91971151	red		
LOC_Os03g12530	0.902488649	black		
LOC_Os12g13950	0.914079088	green		
LOC_Os01g44220	0.975711136	pink		
LOC_Os05g49830	0.920465664	red		
LOC_Os07g34050	0.924618163	red		
LOC_Os01g67120	0.991112636	black		
LOC_Os03g55080	0.914615786	magenta		
LOC_Os01g02890	0.954128661	brown		
LOC_Os02g10390	0.941516828	black		
LOC_Os03g32420	0.936628045	magenta		
LOC_Os12g10670	0.922166937	green		
LOC_Os03g50490	0.910845678	brown		
LOC_Os12g14220	0.930511667	green		
LOC_Os04g51440	0.971104309	red		
LOC_Os05g45370	0.956467548	red		
LOC_Os06g13670	0.910899198	brown		
LOC_Os12g03410	0.913147382	green		
LOC_Os06g35700	0.967778621	salmon		
LOC_Os04g02690	0.986616183	red		
LOC_Os03g51660	0.940279352	brown		
LOC_Os06g12370	0.946429122	black		
LOC_Os08g10560	0.915563047	brown		
LOC_Os07g45060	0.974142054	blue		
LOC_Os08g43750	0.935823153	yellow		
LOC_Os07g07530	0.923805304	brown		
LOC_Os07g43990	0.963975578	blue		
LOC_Os01g04090	0.968035273	red		
LOC_Os03g21400	0.903612974	yellow		
LOC_Os08g37432	0.941205171	black		
LOC_Os03g09250	0.943888223	pink		
LOC_Os07g36230	0.929375671	blue		
LOC_Os07g43160	0.931433824	brown		
LOC_Os03g50560	0.953184963	blue		
LOC_Os02g10530	0.945956999	red		
LOC_Os03g54750	0.954224714	blue		
LOC_Os01g46400	0.922838828	blue		
LOC_Os01g44110	0.906726653	blue		
LOC_Os05g04870	0.945432919	purple		
LOC_Os01g56020	0.947306203	green		
LOC_Os06g01950	0.925697815	turquoise		
LOC_Os09g39950	0.929248355	red		
LOC_Os10g39140	0.960672292	magenta		
LOC_Os10g25850	0.987575435	pink		
LOC_Os07g12250	0.938573424	brown		
LOC_Os06g08080	0.985836019	blue		
LOC_Os08g04340	0.938288645	magenta		
LOC_Os10g39420	0.961753051	pink		
LOC_Os11g08285	0.910817253	brown		
LOC_Os03g24730	0.901991319	turquoise		
LOC_Os07g43540	0.95027324	brown		
LOC_Os07g23410	0.95947964	midnightblue		
LOC_Os06g08380	0.952268408	red		
LOC_Os10g17790	0.973493621	blue		
LOC_Os08g43180	0.939155913	magenta		
LOC_Os03g64320	0.90035203	blue		
LOC_Os05g40310	0.98882887	red		
LOC_Os03g46440	0.966107022	magenta		
LOC_Os10g39170	0.966145228	blue		
LOC_Os02g47790	0.976690279	blue		
LOC_Os11g08260	0.947170052	brown		
LOC_Os04g46110	0.918618532	blue		
LOC_Os05g41920	0.91948339	blue		
LOC_Os04g38560	0.966083798	red		
LOC_Os01g47635	0.931158349	blue		
LOC_Os02g56500	0.969820314	pink		
LOC_Os09g38450	0.935669025	green		
LOC_Os04g43390	0.908995112	black		
LOC_Os03g05470	0.907356942	magenta		
LOC_Os12g17600	0.917645591	black		
LOC_Os04g56210	0.948214914	red		
LOC_Os08g39460	0.935898286	red		
LOC_Os06g48160	0.955956256	blue		
LOC_Os03g18850	0.961282593	brown		
LOC_Os05g40230	0.96177861	red		
LOC_Os04g46410	0.926784808	tan		
LOC_Os10g32810	0.943762847	red		
LOC_Os01g20830	0.915266375	turquoise		
LOC_Os11g37900	0.905718815	blue		
LOC_Os08g28960	0.991387178	pink		
LOC_Os06g34070	0.924786274	blue		
LOC_Os07g46330	0.932613858	black		
LOC_Os11g43620	0.911480954	brown		
LOC_Os05g50800	0.977359642	blue		
LOC_Os11g23220	0.952756928	red		
LOC_Os10g28440	0.912857135	green		
LOC_Os10g30210	0.936619095	purple		
LOC_Os09g32550	0.943530782	brown		
LOC_Os04g51520	0.9417031	brown		
LOC_Os03g09300	0.940750315	brown		
LOC_Os03g47820	0.937797902	pink		
LOC_Os10g26500	0.97160215	blue		
LOC_Os03g43860	0.915538125	brown		
LOC_Os06g16000	0.910152196	brown		
LOC_Os12g30000	0.921577239	blue		
LOC_Os06g45590	0.977474296	brown		
LOC_Os01g12420	0.912684522	brown		
LOC_Os05g26620	0.913372372	purple		
LOC_Os07g39020	0.914995375	brown		
LOC_Os04g42260	0.931192558	brown		
LOC_Os12g42670	0.946319533	purple		
LOC_Os06g35524	0.989715829	red		
LOC_Os07g01600	0.953150077	blue		
LOC_Os02g40260	0.938539902	blue		
LOC_Os06g06460	0.912034212	green		
LOC_Os05g36900	0.908023489	red		
LOC_Os05g30660	0.924234281	pink		
LOC_Os01g55600	0.91952009	pink		
LOC_Os03g61500	0.966800054	salmon		
LOC_Os01g36460	0.968531938	blue		
LOC_Os04g37520	0.980352069	red		
LOC_Os02g29009	0.953399544	brown		
LOC_Os03g30950	0.958844979	red		
LOC_Os05g41390	0.910557344	green		
LOC_Os01g68620	0.988814561	red		
LOC_Os03g16960	0.90645091	salmon		
LOC_Os02g08240	0.958262179	red		
LOC_Os12g08720	0.970357441	blue		
LOC_Os05g32440	0.907981321	green		
LOC_Os03g11310	0.96198882	turquoise		
LOC_Os08g23130	0.984004359	red		
LOC_Os11g08250	0.912752341	purple		
LOC_Os11g47870	0.919677549	magenta		
LOC_Os01g62200	0.907848363	blue		
LOC_Os09g39410	0.97821825	blue		
LOC_Os12g37840	0.947779187	red		
LOC_Os08g37010	0.921563447	black		
LOC_Os03g41070	0.955122542	red		
LOC_Os06g45050	0.930351948	red		
LOC_Os10g30150	0.949439197	purple		
LOC_Os06g46500	0.912239053	blue		
LOC_Os06g05272	0.9171296	red		
LOC_Os12g02080	0.90969911	brown		
LOC_Os01g56330	0.91983867	blue		
LOC_Os03g12840	0.912491291	black		
LOC_Os04g10750	0.900726721	turquoise		
LOC_Os06g33970	0.915376691	magenta		
LOC_Os01g08460	0.937211653	black		
LOC_Os03g18110	0.939843054	blue		
LOC_Os01g57940	0.951025963	red		
LOC_Os11g11240	0.98324825	red		
LOC_Os02g19420	0.967116177	pink		
LOC_Os03g52070	0.92572805	blue		
LOC_Os05g51750	0.982658051	red		
LOC_Os03g27080	0.912053255	magenta		
LOC_Os05g38940	0.921374944	magenta		
LOC_Os03g12140	0.911600572	brown		
LOC_Os02g24100	0.922310196	turquoise		
LOC_Os05g34270	0.913905635	magenta		
LOC_Os11g10800	0.925326434	greenyellow		
LOC_Os05g31280	0.90154727	green		
LOC_Os12g43363	0.946529216	green		
LOC_Os09g12510	0.917084384	red		
LOC_Os03g18890	0.948027856	blue		
LOC_Os11g36940	0.946127884	blue		
LOC_Os01g20970	0.971254225	red		
LOC_Os11g01610	0.937739273	blue		
LOC_Os07g44370	0.916371227	blue		
LOC_Os08g01274	0.942601657	blue		
LOC_Os06g42910	0.969288367	pink		
LOC_Os02g01150	0.959084808	turquoise		
LOC_Os03g57510	0.933807356	red		
LOC_Os09g30280	0.925292089	green		
LOC_Os01g65790	0.935930395	green		
LOC_Os02g54590	0.988280653	red		
LOC_Os01g66030	0.979146682	red		
LOC_Os03g06670	0.913309598	green		
LOC_Os08g39300	0.967325328	turquoise		
LOC_Os05g50910	0.971922061	blue		
LOC_Os08g30800	0.988958531	red		
LOC_Os10g04429	0.9555574	blue		
LOC_Os02g43840	0.9643703	red		
LOC_Os01g63410	0.913601163	turquoise		
LOC_Os08g38740	0.935904532	red		
LOC_Os03g10340	0.94017147	brown		
LOC_Os05g46750	0.927193184	tan		
LOC_Os07g42924	0.962302855	brown		
LOC_Os04g37580	0.973652216	black		
LOC_Os05g47820	0.995074169	purple		
LOC_Os04g55670	0.979178552	blue		
LOC_Os01g18050	0.905027291	green		
LOC_Os08g08970	0.982898437	salmon		
LOC_Os03g40440	0.980966139	purple		
LOC_Os01g23880	0.958055061	red		
LOC_Os01g12640	0.959268419	blue		
LOC_Os11g05510	0.987368535	red		
LOC_Os05g50230	0.918323788	turquoise		
LOC_Os10g17660	0.988476837	red		
LOC_Os04g46660	0.95448227	blue		
LOC_Os03g02050	0.969947393	purple		
LOC_Os11g30060	0.930429187	yellow		
LOC_Os04g53030	0.920129508	turquoise		
LOC_Os02g40880	0.932115352	brown		
LOC_Os03g10930	0.9128146	brown		
LOC_Os08g30719	0.930877211	green		
LOC_Os11g08280	0.915682478	brown		
LOC_Os08g09230	0.941539596	pink		
LOC_Os01g46350	0.916636725	blue		
LOC_Os03g55140	0.922588454	green		
LOC_Os10g21460	0.914070442	green		
LOC_Os02g09220	0.943465198	brown		
LOC_Os05g33680	0.901466516	blue		
LOC_Os07g18590	0.918401795	brown		
LOC_Os02g56860	0.900519218	red		
LOC_Os07g29760	0.986045279	purple		
LOC_Os06g41700	0.928880048	blue		
LOC_Os01g62350	0.933876704	brown		
LOC_Os01g72470	0.93732826	brown		
LOC_Os01g65500	0.986565869	red		
LOC_Os04g24110	0.947327589	blue		
LOC_Os02g34370	0.907981144	purple		
LOC_Os05g11300	0.923710635	turquoise		
LOC_Os04g08274	0.919773792	blue		
LOC_Os06g20370	0.966748349	green		
LOC_Os07g37030	0.943446957	turquoise		
LOC_Os07g11739	0.939639034	turquoise		
LOC_Os08g01310	0.972410466	blue		
LOC_Os03g09190	0.995258562	red		
LOC_Os10g29549	0.951686748	pink		
LOC_Os02g56540	0.923753161	green		
LOC_Os07g48770	0.92264376	blue		
LOC_Os11g31380	0.94852192	pink		
LOC_Os03g29570	0.969372995	pink		
LOC_Os03g16900	0.962444346	red		
LOC_Os01g12680	0.978117256	red		
LOC_Os10g08022	0.993305056	red		
LOC_Os04g48530	0.918080225	black		
LOC_Os01g58660	0.907018716	brown		
LOC_Os01g24500	0.953199278	midnightblue		
LOC_Os01g55549	0.948383473	pink		
LOC_Os09g32440	0.9806508	red		
LOC_Os03g50220	0.949254486	brown		
LOC_Os11g47680	0.925917752	black		
LOC_Os04g51172	0.934301329	brown		
LOC_Os09g13650	0.932666752	blue		
LOC_Os06g49620	0.940797011	brown		
LOC_Os01g18800	0.952714456	black		
LOC_Os02g55816	0.978482147	red		
LOC_Os01g70560	0.909176276	green		
LOC_Os08g28710	0.950488438	tan		
LOC_Os06g48800	0.940938327	black		
LOC_Os11g11530	0.946148106	brown		
LOC_Os05g11810	0.940158319	tan		
LOC_Os03g31360	0.950622625	pink		
LOC_Os04g09390	0.952449891	purple		
LOC_Os07g43350	0.904294345	green		
LOC_Os05g40180	0.969659977	turquoise		
LOC_Os03g62240	0.965082778	black		
LOC_Os11g43740	0.9876264	red		
LOC_Os01g27050	0.92196444	blue		
LOC_Os08g12600	0.969675984	red		
LOC_Os08g34780	0.965324763	red		
LOC_Os05g38690	0.928743791	red		
LOC_Os06g16290	0.937552322	brown		
LOC_Os01g57150	0.905324583	green		
LOC_Os04g34120	0.931139537	magenta		
LOC_Os01g61800	0.913313032	brown		
LOC_Os08g17870	0.925784427	green		
LOC_Os12g07190	0.93947227	black		
LOC_Os07g38470	0.960783749	blue		
LOC_Os06g02810	0.946672354	blue		
LOC_Os02g48660	0.930037753	brown		
LOC_Os07g05420	0.929250136	blue		
LOC_Os12g38790	0.932385984	brown		
LOC_Os05g15880	0.928798648	purple		
LOC_Os05g06310	0.961998567	brown		
LOC_Os05g36260	0.906333205	red		
LOC_Os11g11620	0.904176754	brown		
LOC_Os03g57490	0.936269098	pink		
LOC_Os06g11920	0.977474958	red		
LOC_Os04g28270	0.942830806	blue		
LOC_Os06g35560	0.9210467	turquoise		
LOC_Os04g41710	0.936709249	brown		
LOC_Os01g19770	0.979381465	purple		
LOC_Os01g19800	0.904912649	blue		
LOC_Os06g47110	0.932010801	red		
LOC_Os11g04380	0.941288379	blue		
LOC_Os01g22490	0.920444183	brown		
LOC_Os02g54560	0.938593348	brown		
LOC_Os01g37000	0.909081881	salmon		
LOC_Os01g45274	0.940517326	black		
LOC_Os02g46690	0.971706049	pink		
LOC_Os04g45010	0.995958053	red		
LOC_Os03g12370	0.939860302	magenta		
LOC_Os12g16180	0.980225496	red		
LOC_Os10g40290	0.972741462	blue		
LOC_Os02g17370	0.908420115	brown		
LOC_Os04g51340	0.924419923	blue		
LOC_Os08g27170	0.927956114	magenta		
LOC_Os04g48490	0.911508068	pink		
LOC_Os01g08190	0.944705934	green		
LOC_Os01g16650	0.918859413	green		
LOC_Os10g33640	0.977041158	red		
LOC_Os04g25160	0.972700413	red		
LOC_Os06g11650	0.903490575	tan		
LOC_Os07g36910	0.973175568	pink		
LOC_Os12g35690	0.991257464	red		
LOC_Os04g21710	0.928127306	red		
LOC_Os02g44470	0.984354044	red		
LOC_Os06g44020	0.904643727	tan		
LOC_Os05g13830	0.92164215	red		
LOC_Os01g08320	0.928068817	yellow		
LOC_Os07g15680	0.968430208	red		
LOC_Os07g28920	0.971256846	red		
LOC_Os11g40550	0.938887786	red		
LOC_Os01g15770	0.925676366	blue		
LOC_Os11g31360	0.987189451	pink		
LOC_Os08g02880	0.993358644	red		
LOC_Os07g10770	0.953312426	blue		
LOC_Os08g13795	0.913586323	turquoise		
LOC_Os11g05520	0.99486981	red		
LOC_Os04g30720	0.911412749	green		
LOC_Os06g12680	0.917553598	blue		
LOC_Os07g02810	0.957203069	blue		
LOC_Os01g71170	0.910991056	blue		
LOC_Os04g52320	0.915126383	green		
LOC_Os11g43980	0.944358103	blue		
LOC_Os11g03300	0.949531286	salmon		
LOC_Os10g26600	0.989610026	red		
LOC_Os05g12040	0.948857857	tan		
LOC_Os03g41050	0.907579985	green		
LOC_Os03g25990	0.906478822	blue		
LOC_Os01g53240	0.90363873	blue		
LOC_Os11g04170	0.977160367	red		
LOC_Os03g19260	0.911875835	magenta		
LOC_Os05g39000	0.963647004	red		
LOC_Os05g39850	0.922032097	green		
LOC_Os12g04170	0.939210048	blue		
LOC_Os08g45230	0.938293603	red		
LOC_Os11g33270	0.945860138	red		
LOC_Os08g03410	0.983330551	purple		
LOC_Os09g32540	0.96184569	pink		
LOC_Os11g26830	0.949225381	pink		
LOC_Os07g33650	0.939444479	blue		
LOC_Os01g21970	0.926917409	red		
LOC_Os03g01640	0.925036934	red		
LOC_Os01g18440	0.945440089	purple		
LOC_Os03g52320	0.958995793	brown		
LOC_Os12g09640	0.929755171	magenta		
LOC_Os07g34520	0.973327961	salmon		
LOC_Os01g49200	0.929017826	green		
LOC_Os05g27000	0.944505745	blue		
LOC_Os03g01270	0.912425743	brown		
LOC_Os03g19860	0.936933809	pink		
LOC_Os06g35590	0.982685461	red		
LOC_Os01g52180	0.975654238	red		
LOC_Os03g37640	0.927643927	black		
LOC_Os01g12130	0.930411855	black		
LOC_Os11g16400	0.917894721	brown		
LOC_Os01g73160	0.908931197	brown		
LOC_Os10g30790	0.966795927	magenta		
LOC_Os11g28610	0.95016739	red		
LOC_Os04g55180	0.970347657	black		
LOC_Os10g22080	0.970933216	red		
LOC_Os02g58310	0.902908628	black		
LOC_Os08g29200	0.933477651	blue		
LOC_Os02g43870	0.971692931	blue		
LOC_Os05g38720	0.985474966	blue		
LOC_Os03g49630	0.906730889	black		
LOC_Os12g38900	0.913227985	purple		
LOC_Os05g09704	0.929863762	blue		
LOC_Os08g01140	0.975077105	black		
LOC_Os08g08070	0.91794228	red		
LOC_Os07g08240	0.931442489	salmon		
LOC_Os10g21670	0.910933879	blue		
LOC_Os02g09620	0.96246173	brown		
LOC_Os05g13850	0.910493846	red		
LOC_Os11g42520	0.930207765	brown		
LOC_Os01g43160	0.911691793	green		
LOC_Os06g10210	0.907011513	red		
LOC_Os02g15660	0.957213173	turquoise		
LOC_Os03g12520	0.947453486	red		
LOC_Os08g34340	0.901961406	red		
LOC_Os01g60360	0.97973244	purple		
LOC_Os01g11620	0.948769206	blue		
LOC_Os11g32960	0.976673452	red		
LOC_Os01g08020	0.964884338	brown		
LOC_Os08g14700	0.914871137	blue		
LOC_Os11g31950	0.946879844	magenta		
LOC_Os09g29396	0.901205998	blue		
LOC_Os01g27190	0.942993424	red		
LOC_Os12g18530	0.994767519	pink		
LOC_Os12g07210	0.904908968	black		
LOC_Os02g57160	0.905183448	black		
LOC_Os10g20560	0.937777715	purple		
LOC_Os03g39650	0.904760025	brown		
LOC_Os11g36230	0.986635509	red		
LOC_Os12g01560	0.940369316	blue		
LOC_Os07g36630	0.972476114	blue		
LOC_Os08g40930	0.974672302	pink		
LOC_Os03g46100	0.986989287	purple		
LOC_Os05g01470	0.923529235	black		
LOC_Os02g48900	0.96147874	blue		
LOC_Os02g26480	0.986309601	pink		
LOC_Os01g08820	0.927369915	green		
LOC_Os05g38420	0.941749717	blue		
LOC_Os08g39530	0.991693086	red		
LOC_Os03g60470	0.994912604	red		
LOC_Os09g21260	0.910050989	brown		
LOC_Os02g51570	0.942545215	turquoise		
LOC_Os11g01210	0.906092694	turquoise		
LOC_Os02g37834	0.949857415	turquoise		
LOC_Os07g23990	0.933443921	turquoise		
LOC_Os01g04480	0.935786635	midnightblue		
LOC_Os03g49200	0.90383559	green		
LOC_Os05g50320	0.915738677	black		
LOC_Os03g60220	0.918388458	magenta		
LOC_Os07g17310	0.986347926	red		
LOC_Os10g39010	0.921630107	magenta		
LOC_Os01g52770	0.934455591	green		
LOC_Os12g12110	0.920675837	turquoise		
LOC_Os12g12230	0.934123498	brown		
LOC_Os05g50120	0.970542943	red		
LOC_Os07g14820	0.954875255	magenta		
LOC_Os12g12560	0.920416929	black		
LOC_Os07g15770	0.911988349	black		
LOC_Os07g29310	0.942695374	blue		
LOC_Os06g49830	0.904245198	red		
LOC_Os04g56240	0.980028556	black		
LOC_Os12g17570	0.948644127	blue		
LOC_Os10g35810	0.905809221	turquoise		
LOC_Os03g61510	0.96968185	red		
LOC_Os02g57120	0.930270563	blue		
LOC_Os07g13980	0.983680728	red		
LOC_Os01g21580	0.943197583	red		
LOC_Os01g60670	0.935908771	green		
LOC_Os02g05820	0.968223186	red		
LOC_Os02g38020	0.956919524	black		
LOC_Os08g40990	0.937957569	red		
LOC_Os02g13870	0.943275669	green		
LOC_Os04g37500	0.927321501	blue		
LOC_Os08g23810	0.937595672	brown		
LOC_Os10g02770	0.908214635	green		
LOC_Os06g45920	0.92682083	brown		
LOC_Os05g32130	0.968703835	blue		
LOC_Os05g41150	0.970510622	red		
LOC_Os11g08680	0.950332918	red		
LOC_Os04g32510	0.950271304	blue		
LOC_Os01g50490	0.982513802	red		
LOC_Os10g05970	0.94953788	blue		
LOC_Os09g12720	0.910957777	green		
LOC_Os04g02510	0.957234996	blue		
LOC_Os02g55210	0.900696407	brown		
LOC_Os06g14280	0.927219583	green		
LOC_Os07g06450	0.948624038	turquoise		
LOC_Os01g71200	0.923097772	blue		
LOC_Os05g07880	0.907582027	red		
LOC_Os11g10130	0.960422469	brown		
LOC_Os11g42550	0.945366214	blue		
LOC_Os08g35670	0.903331376	brown		
LOC_Os03g50310	0.925406576	black		
LOC_Os06g06250	0.97888793	blue		
LOC_Os02g49340	0.961637659	red		
LOC_Os05g38770	0.943991633	red		
LOC_Os02g41710	0.961753197	black		
LOC_Os02g03430	0.939613673	blue		
LOC_Os05g30350	0.935170495	black		
LOC_Os06g30950	0.944355635	blue		
LOC_Os04g31520	0.926735715	blue		
LOC_Os01g04540	0.927833777	magenta		
LOC_Os04g26230	0.921858837	red		
LOC_Os02g09200	0.949852575	brown		
LOC_Os11g08265	0.91976607	brown		
LOC_Os11g44300	0.905328087	magenta		
LOC_Os12g34840	0.952017592	green		
LOC_Os11g45720	0.98000761	red		
LOC_Os09g06620	0.921852666	green		
LOC_Os06g08810	0.978606455	red		
LOC_Os03g57960	0.959270416	purple		
LOC_Os03g53300	0.96858989	black		
LOC_Os03g12680	0.9488934	blue		
LOC_Os03g45340	0.981954745	blue		
LOC_Os09g09520	0.965418586	turquoise		
LOC_Os03g08560	0.958849614	brown		
LOC_Os07g39700	0.991477495	purple		
LOC_Os02g11040	0.907939649	brown		
LOC_Os10g28060	0.947720065	brown		
LOC_Os03g16940	0.987788842	purple		
LOC_Os03g55800	0.922095818	tan		
LOC_Os05g11710	0.937119668	brown		
LOC_Os03g13820	0.967446563	blue		
LOC_Os04g14680	0.978610101	blue		
LOC_Os07g01840	0.901666072	blue		
LOC_Os06g06780	0.938913316	blue		
LOC_Os02g52620	0.907982195	yellow		
LOC_Os09g39334	0.981832163	red		
LOC_Os07g34580	0.926165408	green		
LOC_Os01g72650	0.935797898	green		
LOC_Os05g38680	0.912184722	black		
LOC_Os11g12300	0.928226688	magenta		
LOC_Os03g64170	0.939127814	green		
LOC_Os05g42000	0.927224934	blue		
LOC_Os11g13890	0.928589546	black		
LOC_Os05g33570	0.947013318	pink		
LOC_Os03g16500	0.943841173	blue		
LOC_Os04g35630	0.910173158	brown		
LOC_Os01g41430	0.928829495	magenta		
LOC_Os06g38350	0.919174793	turquoise		
LOC_Os03g04750	0.938309512	brown		
LOC_Os01g12030	0.94692376	brown		
LOC_Os01g54980	0.980437152	pink		
LOC_Os08g41650	0.932060503	red		
LOC_Os04g32820	0.913533593	blue		
LOC_Os04g56230	0.97641239	black		
LOC_Os04g35000	0.943430877	pink		
LOC_Os04g43440	0.909762977	magenta		
LOC_Os05g01810	0.973019926	blue		
LOC_Os07g30960	0.947628301	black		
LOC_Os09g25000	0.951175163	blue		
LOC_Os04g11200	0.979870678	red		
LOC_Os06g48980	0.936954271	red		
LOC_Os05g51090	0.911689916	red		
LOC_Os03g46920	0.938610825	green		
LOC_Os04g42540	0.906804042	green		
LOC_Os03g18970	0.943709466	green		
LOC_Os01g08260	0.941560855	green		
LOC_Os05g11910	0.94445185	green		
LOC_Os12g44300	0.970076071	red		
LOC_Os08g09700	0.972198044	pink		
LOC_Os07g01260	0.986996112	red		
LOC_Os06g45540	0.946849543	red		
LOC_Os08g33860	0.95930745	red		
LOC_Os12g26510	0.913098136	blue		
LOC_Os01g50720	0.943378179	blue		
LOC_Os06g46560	0.907146595	red		
LOC_Os02g12680	0.977622664	salmon		
LOC_Os03g19080	0.930814515	green		
LOC_Os03g32314	0.900850404	tan		
LOC_Os11g12050	0.903110085	magenta		
LOC_Os11g30350	0.938039632	red		
LOC_Os03g60380	0.973602026	brown		
LOC_Os02g13580	0.977942852	red		
LOC_Os05g33580	0.97232791	red		
LOC_Os06g39060	0.954819117	red		
LOC_Os07g06620	0.969842301	brown		
LOC_Os03g56270	0.935997914	green		
LOC_Os04g45000	0.953570812	black		
LOC_Os02g04030	0.990778333	red		
LOC_Os02g25640	0.943874983	pink		
LOC_Os01g13480	0.955652928	black		
LOC_Os09g11790	0.939186532	brown		
LOC_Os04g32190	0.990559648	red		
LOC_Os09g16920	0.90531097	green		
LOC_Os08g38250	0.908723614	red		
LOC_Os08g05620	0.922588185	black		
LOC_Os08g04800	0.978398191	tan		
LOC_Os07g26660	0.971588712	purple		
LOC_Os04g54610	0.955529975	tan		
LOC_Os02g40550	0.989134099	red		
LOC_Os04g35890	0.908640601	blue		
LOC_Os07g11410	0.98506502	purple		
LOC_Os05g51400	0.978431442	pink		
LOC_Os02g48470	0.935306941	blue		
LOC_Os05g20150	0.93771486	red		
LOC_Os07g40150	0.970540401	green		
LOC_Os11g45710	0.910765874	black		
LOC_Os07g05740	0.904212976	green		
LOC_Os05g08430	0.976965775	red		
LOC_Os09g31514	0.918920657	turquoise		
LOC_Os02g10240	0.952916863	brown		
LOC_Os06g01780	0.952280495	red		
LOC_Os01g01160	0.959795764	black		
LOC_Os03g12700	0.931213589	black		
LOC_Os01g55440	0.938892858	red		
LOC_Os08g06380	0.949722508	blue		
LOC_Os02g03490	0.975622191	red		
LOC_Os01g56450	0.968658542	red		
LOC_Os04g54810	0.953532182	blue		
LOC_Os09g28450	0.981970839	red		
LOC_Os03g22340	0.964317251	brown		
LOC_Os08g07500	0.947384741	red		
LOC_Os05g32110	0.964505597	blue		
LOC_Os06g43600	0.928231644	green		
LOC_Os05g38790	0.992375513	red		
LOC_Os08g14940	0.939207305	black		
LOC_Os07g10570	0.947554189	pink		
LOC_Os04g52530	0.945438591	blue		
LOC_Os10g26470	0.946951826	red		
LOC_Os05g04680	0.925263163	red		
LOC_Os05g01960	0.901070911	pink		
LOC_Os07g43230	0.903576948	brown		
LOC_Os07g13969	0.908308071	turquoise		
LOC_Os01g12220	0.950187949	turquoise		
LOC_Os02g06360	0.974288995	blue		
LOC_Os11g23890	0.922538227	purple		
LOC_Os05g38744	0.919528446	green		
LOC_Os10g42660	0.919661617	green		
LOC_Os07g37480	0.948890639	red		
LOC_Os12g02840	0.907177225	red		
LOC_Os05g43940	0.916883155	blue		
LOC_Os06g36680	0.954067258	red		
LOC_Os10g07004	0.91190535	turquoise		
LOC_Os08g25710	0.993388619	red		
LOC_Os06g06360	0.911337306	magenta		
LOC_Os02g39360	0.939575966	black		
LOC_Os10g27280	0.906525529	blue		
LOC_Os03g07600	0.95302405	red		
LOC_Os09g30030	0.970179624	red		
LOC_Os11g30810	0.925112796	blue		
LOC_Os02g45380	0.918584559	red		
LOC_Os03g44750	0.901950373	red		
LOC_Os01g62430	0.925036555	magenta		
LOC_Os06g29080	0.965236952	red		
LOC_Os04g45720	0.930725604	brown		
LOC_Os02g42000	0.908989165	pink		
LOC_Os03g38730	0.925243939	black		
LOC_Os05g33220	0.961982087	blue		
LOC_Os02g03510	0.968518712	red		
LOC_Os04g21824	0.941622537	turquoise		
LOC_Os09g34960	0.957630461	green		
LOC_Os01g66510	0.900404005	red		
LOC_Os01g64440	0.937474044	magenta		
LOC_Os04g55110	0.943224004	red		
LOC_Os07g26480	0.941466844	red		
LOC_Os09g29690	0.946741825	brown		
LOC_Os05g08370	0.95640866	blue		
LOC_Os05g43860	0.958350378	blue		
LOC_Os12g02910	0.90640791	blue		
LOC_Os07g13950	0.947195597	brown		
LOC_Os01g70400	0.93375731	turquoise		
LOC_Os02g12730	0.946614341	blue		
LOC_Os05g44600	0.908122126	blue		
LOC_Os03g51350	0.986942811	purple		
LOC_Os01g06630	0.987319147	purple		
LOC_Os05g27590	0.9684503	red		
LOC_Os10g12400	0.951738406	purple		
LOC_Os02g32940	0.923575865	turquoise		
LOC_Os02g32780	0.940399179	turquoise		
LOC_Os03g56250	0.949556921	magenta		
LOC_Os06g11970	0.939239803	red		
LOC_Os01g58550	0.947936057	blue		
LOC_Os01g10504	0.966300549	brown		
LOC_Os12g42760	0.956766705	green		
LOC_Os02g21640	0.922676556	green		
LOC_Os01g33300	0.994663716	red		
LOC_Os04g42620	0.970711003	blue		
LOC_Os03g04570	0.902074983	turquoise		
LOC_Os06g43880	0.986002445	pink		
LOC_Os01g66000	0.934428398	turquoise		
LOC_Os12g37660	0.959224744	red		
LOC_Os02g56960	0.959750913	brown		
LOC_Os03g01318	0.948586793	brown		
LOC_Os01g18930	0.920089901	blue		
LOC_Os02g07440	0.941095934	purple		
LOC_Os08g42750	0.947985629	red		
LOC_Os08g03560	0.92490805	green		
LOC_Os03g06230	0.934539157	turquoise		
LOC_Os08g33110	0.948923114	blue		
LOC_Os05g32760	0.944407297	green		
LOC_Os05g09440	0.928658048	red		
LOC_Os01g73810	0.993821961	purple		
LOC_Os02g51760	0.904965191	red		
LOC_Os07g03770	0.924470319	yellow		
LOC_Os03g50140	0.945367384	brown		
LOC_Os03g49640	0.909226757	magenta		
LOC_Os05g50550	0.902929191	black		
LOC_Os12g43820	0.970692246	red		
LOC_Os05g12330	0.92358998	yellow		
